id,name,industry,review,likes,rating,posted_at,token_count,too_long,aspect,sentiment,confidence,position
585827,Riwa Gastro AG,Restaurant,Egal zu welcher Zeit und bei welcher Witterung! Ein Besuch lohnt sich auf jeden Fall!,0,4.0,2023-02-14 18:28:32.977,25,False,['Besuch'],['Positive'],[0.9987],[[10]]
585827,Riwa Gastro AG,Restaurant,"Sehr nette Bedienung
Sehr gute und währtschafte Auswahl
Portionen auch für den grossen Hunger",0,5.0,2023-02-04 08:11:11.165,30,False,"['Bedienung', 'Portionen']","['Positive', 'Positive']","[0.9984, 0.9973]","[[2], [8]]"
585827,Riwa Gastro AG,Restaurant,Wollte schon lange mal hier essen Habs aber nie geschafft. Dann jetzt doch endlich mal 😊 wir haben gut gegessen grosse Portionen super Salat Fleisch alles tip top das Personal erschien mir auch freundlich ich komme bald wieder vielen Dank,0,5.0,2023-02-02 18:47:27.249,58,False,"['Salat Fleisch', 'Personal']","['Positive', 'Positive']","[0.9983, 0.9979]","[[24, 25], [30]]"
585827,Riwa Gastro AG,Restaurant,Wie immer. Top und ist immer noch so,0,5.0,2019-04-14 10:48:57.979,11,False,[],[],[],[]
585827,Riwa Gastro AG,Restaurant,Super platz,0,5.0,2023-01-27 19:35:53.841,5,False,['platz'],['Positive'],[0.9977],[[1]]
585827,Riwa Gastro AG,Restaurant,"Very friendly staff, they make you feel super welcome in a comfortable and warm atmosphere. The food is excellent in general, we were all very pleased with our different meals.",1,5.0,2023-01-25 08:17:40.189,43,False,"['staff', 'atmosphere', 'food', 'meals']","['Positive', 'Positive', 'Positive', 'Positive']","[0.9981, 0.9973, 0.995, 0.9951]","[[2], [15], [18], [32]]"
585827,Riwa Gastro AG,Restaurant,Das Essen war top eben so die Bedinung würde es jedem weiter empfehlen,0,5.0,2023-01-24 18:06:08.332,20,False,['Essen'],['Positive'],[0.996],[[1]]
585827,Riwa Gastro AG,Restaurant,"Gutes Essen, freundliche Bedienung",0,5.0,2023-01-18 15:08:30.743,10,False,"['Essen', 'Bedienung']","['Positive', 'Positive']","[0.9982, 0.9983]","[[1], [4]]"
585827,Riwa Gastro AG,Restaurant,"War ""nur"" zu einem Kaffee dort. Sehr freundliches Personal, schöne Aussicht und tolles Ambiente.
Es hat viele Parkplätze direkt vor dem Lokal.
Gerne wieder",0,5.0,2023-01-16 20:47:05.386,44,False,"['Personal', 'Aussicht', 'Ambiente', 'Parkplätze']","['Positive', 'Positive', 'Positive', 'Positive']","[0.9846, 0.997, 0.9973, 0.9953]","[[11], [14], [17], [22]]"
585827,Riwa Gastro AG,Restaurant,Passte alles gut,0,4.0,2023-01-15 16:12:11.731,6,False,[],[],[],[]
585827,Riwa Gastro AG,Restaurant,Gut,0,4.0,2023-01-09 16:50:57.969,3,False,[],[],[],[]
585827,Riwa Gastro AG,Restaurant,Gemütlich und schön,0,5.0,2023-01-08 13:18:24.096,7,False,[],[],[],[]
585827,Riwa Gastro AG,Restaurant,"Sehr schönes Ausflugrestaurant  mit Blick auf den Zürichsee. Gutes Essen und sehr freundliches Personal. Man sollte reservieren, den es ist immer gut besetzt.",0,4.0,2023-01-05 17:59:21.272,43,False,"['Ausflugrestaurant', 'Essen', 'Personal']","['Positive', 'Positive', 'Positive']","[0.9984, 0.9973, 0.9927]","[[2], [10], [14]]"
585827,Riwa Gastro AG,Restaurant,..Einfach jedesmal excellent....🤩🤗😋,0,5.0,2021-07-16 22:18:41.105,14,False,[],[],[],[]
585827,Riwa Gastro AG,Restaurant,Wie immer sehr gut. Das Chateaubriand zart wie Butter. Immer wieder gerne!!,0,5.0,2023-01-02 20:07:18.911,24,False,['Chateaubriand'],['Positive'],[0.9984],[[6]]
585827,Riwa Gastro AG,Restaurant,Immer wieder fein,0,5.0,2023-01-02 17:16:37.813,6,False,[],[],[],[]
585827,Riwa Gastro AG,Restaurant,Schöne Aussicht,0,4.0,2022-12-26 12:08:23.586,6,False,['Aussicht'],['Positive'],[0.9981],[[1]]
585827,Riwa Gastro AG,Restaurant,"Sehr freundlich, hilfsbereit und aufmerksam. Küche vorzüglich👍
Reservation für Essen empfohlen! Kann ich sehr empfehlen.  War erneut hier zum Essen, kann meine vorher gemachten Eindrpcke nur bestätigen. Supper👍👏",1,5.0,2018-06-07 10:22:55.660,63,False,"['Küche', 'Reservation']","['Positive', 'Positive']","[0.998, 0.9973]","[[7], [9]]"
585827,Riwa Gastro AG,Restaurant,"gut Bürgeliches essen, eine sehr gepflegte und saubere WC Anlage.",0,3.0,2022-10-22 14:51:31.204,20,False,"['essen', 'WC Anlage']","['Positive', 'Positive']","[0.9969, 0.9985]","[[2], [9, 10]]"
585827,Riwa Gastro AG,Restaurant,"Sehr sehr gutes Essen
Zuvorkommende nette Bedienung
Kann das Waldegg nur weiter empfehlen",0,5.0,2022-12-12 19:14:44.287,23,False,"['Essen', 'Bedienung']","['Positive', 'Positive']","[0.9983, 0.9984]","[[3], [6]]"
585827,Riwa Gastro AG,Restaurant,Immer gerne wieder. Gut bürgerliche Küche. Feine Sachen zum Kaufen.,0,5.0,2022-12-10 23:50:30.403,22,False,"['Küche', 'Sachen']","['Positive', 'Positive']","[0.9899, 0.9969]","[[6], [9]]"
585827,Riwa Gastro AG,Restaurant,Zum Empfehlen .....,0,5.0,2022-12-09 19:07:08.728,7,False,[],[],[],[]
585827,Riwa Gastro AG,Restaurant,"Tolles Essen alles stimmte, allerdings waren die Pommes fast kalt und somit zäh …..aber das passiert, eher unwichtig",0,5.0,2022-12-04 07:52:55.018,35,False,"['Essen', 'Pommes']","['Positive', 'Negative']","[0.9898, 0.99]","[[1], [8]]"
585827,Riwa Gastro AG,Restaurant,"Leckeres Essen preislich im höherem Preissegment anzusiedeln.

Lokal auffallend schön. Die Sauberkeit des WC muss ich hier Mal hervorheben das ist wirklich vorbildlich gepflegt.

Bedienung freundlich und zuvorkommend.",0,5.0,2022-11-21 20:58:59.173,58,False,"['Essen', 'Lokal', 'WC', 'Bedienung']","['Positive', 'Positive', 'Positive', 'Positive']","[0.9923, 0.9972, 0.9974, 0.9975]","[[1], [8], [15], [27]]"
585827,Riwa Gastro AG,Restaurant,Toller Service und sehr kinderfreundlich,0,5.0,2022-11-19 21:22:57.198,10,False,['Service'],['Positive'],[0.9982],[[1]]
585827,Riwa Gastro AG,Restaurant,"Wer gut essen möchte ist hier richtig.
Service Qualität Ambiente ist gross geschrieben...
Ein Besuch lohnt sich definitiv",0,5.0,2022-11-18 20:01:35.982,28,False,"['essen', 'Service', 'Ambiente']","['Positive', 'Positive', 'Positive']","[0.9969, 0.9955, 0.9969]","[[2], [8], [10]]"
585827,Riwa Gastro AG,Restaurant,nettes Personal,0,5.0,2022-11-17 07:10:44.882,5,False,['Personal'],['Positive'],[0.9961],[[1]]
585827,Riwa Gastro AG,Restaurant,Ein sicherer Wert,0,4.0,2022-11-16 13:19:03.795,6,False,['Wert'],['Positive'],[0.9961],[[2]]
585827,Riwa Gastro AG,Restaurant,"Sehr einladende Lokalität top motiviertes freundliches Personal
Feines Nachtessen zu einem fairen Preis,gerne wieder",0,5.0,2022-11-14 22:06:21.959,29,False,"['Lokalität', 'Personal', 'Nachtessen']","['Positive', 'Positive', 'Positive']","[0.9978, 0.9938, 0.9926]","[[2], [6], [8]]"
585827,Riwa Gastro AG,Restaurant,Alles super und gut nur alles sehr hecktisch es war als wäre ich auf einem Flughafen,0,5.0,2022-11-14 21:37:54.159,25,False,[],[],[],[]
585827,Riwa Gastro AG,Restaurant,"Freundliche Bedienungen, variantenreiches Essen. Moderne Lokalität mit viel Platz. Coole Sachen die man zum  weiterverschenken kaufen kann.  Etliche Parkplätze vorhanden. Gerne wieder.",0,5.0,2022-11-10 12:22:25.818,45,False,"['Bedienungen', 'Essen', 'Lokalität', 'Parkplätze']","['Positive', 'Positive', 'Positive', 'Positive']","[0.9965, 0.9939, 0.9926, 0.9778]","[[1], [4], [7], [22]]"
585827,Riwa Gastro AG,Restaurant,Exzellent 👍,0,5.0,2022-11-09 14:44:57.939,7,False,[],[],[],[]
585827,Riwa Gastro AG,Restaurant,"1x mehr vorzüglich gegessen, kommen immer wieder gerne. Das Personal ist sehr freundlich und aufmerksam. Freuen uns auf das nächste mal.",0,4.0,2022-04-15 10:31:19.513,40,False,['Personal'],['Positive'],[0.9987],[[11]]
585827,Riwa Gastro AG,Restaurant,"Sehr gutes Restaurant. Wirkt von aussen etwas wie eine Autobahnraststaette, ist aber innen modern und toll eingerichtet.
Wir hatten das Chateaubriand, mit Pommes und Saisonalen Gemuese. Das Fleisch war auf den Punkt gegart und geschmacklich ein echter Hochgenuss. Das Personal ist zudem sehr freundlich und wirkt kompetent und gut geschult.
Hatten einen Platz innen mit Sicht in Richtung See.
Zum Abschluss goennten wir uns noch ein feines Softeis als Dessert. Empfehlen das Restaurant gerne weiter und kommen sicher gerne wieder. Ganz klare 5 Sterne von uns.",0,5.0,2022-11-08 14:05:55.783,143,False,[],[],[],[]
585827,Riwa Gastro AG,Restaurant,"Bedienung sehr freundlich, Essen sehr gut. Beim chateaubriand für eine Person gabs ""nur 4 kleine stücke Feisch"" und viel gemüse, für den preis von Chf 49.80 doch etwas zu wenig. Unser tisch grenzte sehr nah an den nächsten tisch. Die bedienung streifte meine kollegin jedesmal wenn sie dort servieren musste. Aber ansonsten alles i.o. wir kommen wieder.",1,4.0,2022-11-06 12:17:07.909,111,False,"['Bedienung', 'Essen', 'preis']","['Positive', 'Positive', 'Negative']","[0.9778, 0.966, 0.8728]","[[0], [4], [27]]"
585827,Riwa Gastro AG,Restaurant,"Super Essen, toller Ausblick, Top Bedienung!!! Was will man mehr!",0,5.0,2022-11-04 00:03:12.888,19,False,"['Essen', 'Ausblick', 'Bedienung']","['Positive', 'Positive', 'Positive']","[0.9984, 0.9987, 0.9987]","[[1], [4], [7]]"
585827,Riwa Gastro AG,Restaurant,Mega gepflegt und Preis Leistung stimmt!,1,5.0,2022-10-29 17:07:42.061,12,False,['Preis'],['Positive'],[0.9944],[[3]]
585827,Riwa Gastro AG,Restaurant,Wunderschöner Ort mit Blick auf den Zürcher See. Viele Parkplätze und wunderschönen Ausblick. Gute selbsgemachte Produkte,0,5.0,2022-10-29 14:49:52.851,33,False,"['Ort', 'See', 'Parkplätze', 'Ausblick', 'Produkte']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']","[0.9977, 0.9971, 0.9978, 0.9967, 0.9699]","[[1], [7], [10], [13], [17]]"
585827,Riwa Gastro AG,Restaurant,Понравилось практически все. Качество еды и обслуживания. Атмосфера.,0,5.0,2022-10-24 17:40:16.316,24,False,"['еды', 'обслуживания', 'Атмосфера']","['Positive', 'Positive', 'Positive']","[0.9986, 0.9986, 0.9972]","[[5], [7], [9]]"
585827,Riwa Gastro AG,Restaurant,"Ist mega schön ❤️ mit viel Detail eingerichtet, Personal sehr freundlich die Chefin nett und sehr intelligent vielen Dank für tolle Bedienung",0,5.0,2022-10-20 19:01:31.351,34,False,"['eingerichtet', 'Personal', 'Chefin', 'Bedienung']","['Positive', 'Positive', 'Positive', 'Positive']","[0.9976, 0.9981, 0.9984, 0.9935]","[[10], [12], [16], [27]]"
585827,Riwa Gastro AG,Restaurant,Nettes Personal Feines Essen. Schöne Lage,0,5.0,2022-10-20 17:21:14.383,12,False,"['Personal', 'Essen', 'Lage']","['Positive', 'Positive', 'Positive']","[0.9972, 0.9975, 0.9979]","[[1], [3], [6]]"
585827,Riwa Gastro AG,Restaurant,... unscheinbar genial,0,5.0,2022-10-18 21:22:55.428,7,False,[],[],[],[]
585827,Riwa Gastro AG,Restaurant,Super essen und Service,0,5.0,2022-10-17 18:17:32.139,6,False,"['essen', 'Service']","['Positive', 'Positive']","[0.9972, 0.9972]","[[1], [3]]"
585827,Riwa Gastro AG,Restaurant,Trotz sehr vielen Gästen immer den überblick behalten.Und sehr zuvor kommend.,0,4.0,2022-10-16 14:09:51.688,25,False,['überblick'],['Positive'],[0.9888],[[6]]
585827,Riwa Gastro AG,Restaurant,Sehr nette Bedienung und wirklich sehr aufmerksamer Service. Ein grosszügisches Trinkgeld ist da für mich selbstverständlich. Wirklich sehr Empfehlenswert. Hut ab.,0,5.0,2022-10-13 16:03:46.649,41,False,"['Bedienung', 'Service', 'Trinkgeld']","['Positive', 'Positive', 'Positive']","[0.9974, 0.9523, 0.8133]","[[2], [7], [11]]"
585827,Riwa Gastro AG,Restaurant,Nicht preiswert.,0,4.0,2022-10-11 12:51:39.701,6,False,[],[],[],[]
585827,Riwa Gastro AG,Restaurant,Super feiner Eiskaffee mit Kirsch,0,4.0,2022-10-06 19:09:41.325,11,False,['Eiskaffee'],['Positive'],[0.9533],[[2]]
585827,Riwa Gastro AG,Restaurant,"Good food, friendly staff. Didn’t get the thing with the salad dressing, though.",0,5.0,2022-10-05 01:27:43.535,23,False,"['food', 'staff', 'salad dressing']","['Positive', 'Positive', 'Neutral']","[0.9966, 0.9954, 0.885]","[[1], [4], [14, 15]]"
585827,Riwa Gastro AG,Restaurant,"Waren gestern zum Wildessen da und waren super begeistert. Zum ersten Mal im Wintergarten. Service und Essen waren super.  Angenehme Wartezeit. Portionen sehr gut berechnet (wir mochten also keinen Dessert mehr bestellen! :-).
Preis-Leistung also tiptop. Super schönes, modernes Restaurant.",5,5.0,2022-10-02 14:02:20.798,74,False,"['Service', 'Essen', 'Wartezeit', 'Restaurant']","['Positive', 'Positive', 'Positive', 'Positive']","[0.9795, 0.9697, 0.9228, 0.9944]","[[16], [18], [23], [52]]"
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,"Das Eßen ist zwar mega aber die Lieferzeiten sind katastroph.Mann sagt am tel geht 30min und wartet 1h und 20min bis es kommt.
Bestellt man über eart wurde die Bestellung schon 2 mal vergeßen und wen man zu einer bestimmten Zeit bestellt geht er regelmäßi 30 min und mehr über die Zeit hinaus.
Was gibt es als Entschuldigung?Nichts,nicht mal eine Mündliche und auch kein Getränk dazu.",0,2.0,2022-02-21 11:48:04.423,111,False,"['Eßen', 'Lieferzeiten']","['Positive', 'Negative']","[0.7743, 0.9338]","[[1], [7]]"
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,Top Service!!!,0,5.0,2022-02-19 06:43:49.068,5,False,['Service'],['Positive'],[0.9983],[[1]]
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,"Das Essen ist sehr lecker, die Preise sind fair. Am Mittag gibt es ein Buffet. Für den kleinen Hunger eignen sich die Box gut.",0,5.0,2022-02-17 10:46:53.848,40,False,"['Essen', 'Preise']","['Positive', 'Positive']","[0.9819, 0.6061]","[[1], [7]]"
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,Decent food for the price,0,4.0,2022-02-14 14:10:37.456,8,False,"['food', 'price']","['Positive', 'Positive']","[0.9635, 0.6726]","[[1], [4]]"
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,Late most of the times,0,1.0,2022-01-27 17:53:17.560,7,False,[],[],[],[]
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,"À considérer comme un fast-food asiatique plutôt qu'un restaursnt typique.
12chf la petite assiette et 16chf la grande (à remplir au buffet), des prix corrects pour manger à sa faim.",0,4.0,2022-01-24 10:37:22.935,58,False,"['fast - food', 'restaursnt']","['Neutral', 'Neutral']","[0.8335, 0.7139]","[[4, 5, 6], [12]]"
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,"Das essen ist lecker, allerdings finde ich das heutzutage Kartenzahlung ein muss ist!!! oder Twint!!",0,3.0,2022-01-14 10:40:34.307,26,False,"['essen', 'Kartenzahlung']","['Positive', 'Negative']","[0.9919, 0.46]","[[1], [10]]"
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,Sehr Gut 👌,0,5.0,2022-01-04 01:54:40.041,7,False,[],[],[],[]
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,Tiptop und lecker. Gutes Preis-Leistungs-Verhältnis,0,4.0,2022-01-01 21:06:10.952,15,False,[],[],[],[]
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,"Ich habe ein falsches Gericht bekommen. das Personal sah den Fehler bei mir, weil ich halt einfach das Falsche bestellt habe (als Vegetarier habe ich bestimmt kein Reis mit Huhn bestellt)
nach dem Erhalt des vermeintlich richtigem Essen, sah ich zuhause, dass die falsche Sauce mitgegeben wurde.
Zwei Sterne, weil das Essen trotzdem gut war. Nur leider sehr vom Personal enttäuscht.
Ich werde nicht mehr bei euch essen.",2,2.0,2021-12-19 18:16:11.489,109,False,"['Gericht', 'Personal', 'Sauce']","['Negative', 'Negative', 'Negative']","[0.9887, 0.9867, 0.8729]","[[4], [8], [50]]"
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,I am vietnamese and Mr Rice makes the best vietnamese Chicken Stir fry!,0,5.0,2021-12-09 13:28:29.125,20,False,"['Rice', 'Chicken Stir fry']","['Neutral', 'Positive']","[0.5564, 0.9922]","[[5], [10, 11, 12]]"
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,"Anfang des Jahres eine Lebensmittelentzündung aufgrund von gammligen Hühnerfleisch bekommen.

Gast werde ich dort nie wieder sein.",1,1.0,2021-12-07 12:49:01.264,30,False,"['Hühnerfleisch', 'Gast']","['Negative', 'Negative']","[0.9932, 0.9889]","[[8], [11]]"
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,"Die Thai Curry gebratene hänchen und gebratene ente mit erdnuß soße war lecker. 2 Gericht + 1 cola kostet 41 euro. Die laden ist sehr lautloss, es gibt keine hintergrundmusik, man hört alles was die andre kunden reden. Deswegen 4 sterne.",0,4.0,2021-11-20 08:14:14.497,74,False,"['Thai Curry gebratene', 'gebratene ente', 'soße', 'Gericht', 'laden']","['Positive', 'Positive', 'Neutral', 'Neutral', 'Negative']","[0.9716, 0.7987, 0.8105, 0.5179, 0.9475]","[[1, 2, 3], [6, 7], [10], [15], [24]]"
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,"Frisch gekocht und eine riesige Portion noch dazu! Leider zu wenig gewürzt, aber das ist ein Detail. Gerne wieder!",0,4.0,2021-11-05 17:20:41.987,35,False,['Portion'],['Positive'],[0.9918],[[5]]
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,"Nice Menu, with nice serve 👍♥️",1,5.0,2021-10-30 14:16:43.612,12,False,"['Menu', 'serve']","['Positive', 'Positive']","[0.9974, 0.9969]","[[1], [5]]"
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,Es geht,0,3.0,2021-07-04 17:53:09.101,5,False,[],[],[],[]
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,"Gutes Essen, anständiger Preis. Würde ich empfehlen, wenn man nicht zu viel Geld in die Hand nehmen will...",0,4.0,2021-10-13 21:11:40.808,30,False,['Essen'],['Positive'],[0.9172],[[1]]
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,"Hatten in den gebratenen Nudeln, veggi, Reststücke Fleisch drin... Geht gar nicht! Sofort wieder zurückgegeben, da werden wir sicher nicht mehr hingehen...",3,1.0,2021-10-08 16:55:09.388,40,False,"['gebratenen Nudeln', 'veggi', 'Fleisch']","['Negative', 'Negative', 'Negative']","[0.9936, 0.9951, 0.9956]","[[3, 4], [6], [9]]"
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,Unfreundlich essen schmeckt,0,2.0,2021-10-07 07:10:28.321,7,False,['essen'],['Positive'],[0.5806],[[1]]
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,"Vegetarisch bestellt und im eigetlich Vegetarischen Gericht Reststücke von Ente gefunden. Bei Reklamation hiess es, es sei Vegetarisch......",2,1.0,2021-10-04 07:09:21.928,36,False,['Ente'],['Negative'],[0.9799],[[9]]
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,"bereits das 2. mal mit 30minuten verspätung geliefert, schade, weil das essen wäre gut.",0,2.0,2021-09-23 10:27:04.737,29,False,['essen'],['Positive'],[0.8847],[[14]]
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,The food is fantastic. Personally recommend B8 (fried chicken) with fried rice. Have a bit of patience for the cashier and you will enjoy good food.,0,5.0,2021-09-19 13:09:22.180,41,False,"['food', 'cashier', 'food']","['Positive', 'Neutral', 'Positive']","[0.9935, 0.5844, 0.9935]","[[1], [23], [29]]"
63085,"Asia Mr. Rice, Inh. Vu, Duc Quang",Asian restaurant,"Man kann sich für 12.- eine Asiabox, seinen eigenen Wünschen entsprechend, zusammenstellen und dann genüsslich im Lokal oder takeaway verzehren! Es gibt natürlich auch Gerichte von der Karte",0,5.0,2021-09-06 20:56:54.174,52,False,"['Asiabox', 'Gerichte']","['Positive', 'Positive']","[0.8871, 0.9471]","[[8], [29]]"
